=== Run information ===

Scheme:weka.classifiers.functions.Logistic -R 1.0E-8 -M -1
Relation:     classes
    56        1:0        1:0         *0.842  0.158
    57        1:0        1:0         *0.987  0.013
    58        1:0        2:1      +   0.044 *0.956
    59        1:0        1:0         *1      0    
    60        1:0        1:0         *1      0    
    61        1:0        2:1      +   0.014 *0.986
    62        1:0        1:0         *0.822  0.178
    63        1:0        1:0         *1      0    
    64        1:0        1:0         *1      0    
    65        1:0        1:0         *0.99   0.01 
    66        1:0        1:0         *0.992  0.008
    67        1:0        1:0         *0.63   0.37 
     1        2:1        2:1          0     *1    
     2        2:1        2:1          0     *1    
     3        2:1        2:1          0.132 *0.868
     4        2:1        2:1          0.219 *0.781
     5        2:1        2:1          0     *1    
     6        2:1        2:1          0.107 *0.893
     7        2:1        1:0      +  *0.81   0.19 
     8        2:1        2:1          0.003 *0.997
     9        2:1        1:0      +  *0.956  0.044
    10        2:1        2:1          0.017 *0.983
    11        2:1        2:1          0     *1    
    12        2:1        1:0      +  *0.978  0.022
    13        2:1        2:1          0     *1    
    14        2:1        1:0      +  *0.879  0.121
    15        2:1        2:1          0.003 *0.997
    16        2:1        2:1          0     *1    
    17        2:1        1:0      +  *0.955  0.045
    18        2:1        2:1          0.004 *0.996
    19        2:1        2:1          0     *1    
    20        2:1        1:0      +  *0.999  0.001
    21        2:1        2:1          0     *1    
    22        2:1        2:1          0.144 *0.856
    23        2:1        2:1          0.229 *0.771
    24        2:1        1:0      +  *0.77   0.23 
    25        2:1        2:1          0.034 *0.966
    26        2:1        2:1          0.003 *0.997
    27        2:1        2:1          0     *1    
    28        2:1        1:0      +  *0.757  0.243
    29        2:1        1:0      +  *0.992  0.008
    30        2:1        1:0      +  *0.876  0.124
    31        2:1        2:1          0.055 *0.945
    32        2:1        2:1          0     *1    
    33        2:1        1:0      +  *0.871  0.129
    34        1:0        1:0         *0.683  0.317
    35        1:0        1:0         *0.895  0.105
    36        1:0        1:0         *1      0    
    37        1:0        1:0         *0.838  0.162
    38        1:0        1:0         *0.997  0.003
    39        1:0        1:0         *1      0    
    40        1:0        1:0         *0.994  0.006
    41        1:0        1:0         *0.998  0.002
    42        1:0        1:0         *0.575  0.425
    43        1:0        1:0         *0.82   0.18 
    44        1:0        1:0         *0.984  0.016
    45        1:0        1:0         *0.775  0.225
    46        1:0        1:0         *1      0    
    47        1:0        1:0         *0.998  0.002
    48        1:0        1:0         *0.905  0.095
    49        1:0        1:0         *0.986  0.014
    50        1:0        1:0         *0.974  0.026
    51        1:0        1:0         *0.908  0.092
    52        1:0        1:0         *0.989  0.011
    53        1:0        1:0         *0.996  0.004
    54        1:0        1:0         *1      0    
    55        1:0        2:1      +   0.015 *0.985
    56        1:0        1:0         *0.679  0.321
    57        1:0        1:0         *1      0    
    58        1:0        1:0         *0.861  0.139
    59        1:0        1:0         *1      0    
    60        1:0        1:0         *0.993  0.007
    61        1:0        2:1      +   0.378 *0.622
    62        1:0        1:0         *0.898  0.102
    63        1:0        1:0         *0.691  0.309
    64        1:0        1:0         *0.999  0.001
    65        1:0        1:0         *0.993  0.007
    66        1:0        1:0         *0.591  0.409
    67        1:0        1:0         *0.997  0.003

=== Stratified cross-validation ===
=== Summary ===

Correctly Classified Instances         552               82.1429 %
Incorrectly Classified Instances       120               17.8571 %
Kappa statistic                          0.6429
Mean absolute error                      0.2071
Root mean squared error                  0.3842
Relative absolute error                 41.4244 %
Root relative squared error             76.8398 %
Total Number of Instances              672     

=== Detailed Accuracy By Class ===

               TP Rate   FP Rate   Precision   Recall  F-Measure   ROC Area  Class
                 0.83      0.188      0.816     0.83      0.823      0.889    0
                 0.813     0.17       0.827     0.813     0.82       0.889    1
Weighted Avg.    0.821     0.179      0.822     0.821     0.821      0.889

=== Confusion Matrix ===

   a   b   <-- classified as
 279  57 |   a = 0
  63 273 |   b = 1

